id,country,year,gdp_per_capita,million_population,cpi,exchange_rate,land_area,tourism_expenditure,exports_percentage,labor_force,national_expenditure,capital_formulation,cfp,adj_national_income,trade_percentage,unemployment,urban_pop_percentage,urban_pop
8,Mexico,2004,7525.465234,104.272444,4.688407,11.285967,1943950,3.683939537,25.84030395,41700421,100.9271,2.63E+10,22.11756,6.30E+11,53.48615,3.94,75.997,78995700
8,Mexico,2005,8321.853493,105.669369,3.988061,10.897892,1943950,3.652094815,26.23255038,43124093,100.7937,2.75E+10,21.64403,6.92E+11,53.93813,3.56,76.308,80460988
9,New Zealand,1986,9427.55394,3.30831,13.2134,1.913161,263310,6.787483942,26.63710248,1559343,99.49787,1.45E+10,25.10828,2.43E+10,52.77035,4.175,83.78,2719750
9,New Zealand,1987,12330.91683,3.327785,15.74429,1.694561,263310,6.475541716,26.12221745,1593665,97.66818,1.61E+10,22.63139,3.22E+10,50.00613,4.225,84.025,2751315
9,New Zealand,1988,13759.15563,3.34368,6.375257,1.526401,263310,6.899593782,26.19302223,1619423,96.71785,2.07E+10,21.09015,3.67E+10,48.40384,5.8,84.268,2766856
9,New Zealand,1989,13312.38559,3.357535,5.715991,1.672148,263310,6.86014561,26.35018595,1622921,99.84773,2.30E+10,23.37088,3.55E+10,51.97812,7.275,84.506,2788022
9,New Zealand,1990,13663.02162,3.390085,6.098439,1.676203,263310,7.203722456,26.76185847,1631527,99.13697,2.30E+10,20.47105,3.65E+10,52.60814,7.975,84.742,2821739
9,New Zealand,1991,12230.07345,3.4951,2.602399,1.733514,263310,7.112203611,29.16134637,1713239,96.33788,2.41E+10,17.54446,3.30E+10,54.63557,10.61,84.95,2969087
9,New Zealand,1992,11793.13924,3.5317,1.014557,1.861792,263310,7.090086287,31.19167677,1721022,96.81624,2.31E+10,18.66599,3.23E+10,59.23406,10.67,85.103,3005583
9,New Zealand,1993,13094.34545,3.5722,1.28821,1.850513,263310,7.268131988,30.60242388,1739037,96.21283,2.08E+10,21.22495,3.62E+10,57.55365,9.8,85.254,3045443
9,New Zealand,1994,15280.31278,3.62,1.745376,1.686522,263310,7.039803059,30.7781457,1784827,96.96909,2.53E+10,22.58168,4.33E+10,58.81457,8.35,85.404,3091625
9,New Zealand,1995,17400.42018,3.6734,3.754941,1.523877,263310,7.318321205,29.39336631,1829260,98.12648,3.04E+10,23.65331,5.05E+10,56.91425,6.46,85.553,3142704
9,New Zealand,1996,18794.43604,3.732,2.285714,1.454848,263310,7.091231101,28.34887884,1883819,98.41841,2.70E+10,23.14517,5.46E+10,55.11617,6.29,85.7,3198324
9,New Zealand,1997,17474.18703,3.7813,1.187151,1.512421,263310,7.212129476,28.32037399,1905740,98.60516,2.75E+10,22.92897,5.23E+10,55.24686,6.86,85.781,3243637
9,New Zealand,1998,14738.44557,3.815,1.26524,1.868249,263310,7.145664155,29.61732163,1911213,98.66231,2.51E+10,20.81141,4.52E+10,57.89602,7.72,85.861,3275597
9,New Zealand,1999,15322.22383,3.8351,-0.1142663,1.889614,263310,7.124341743,30.95055154,1925488,99.49924,2.37E+10,23.23256,4.66E+10,61.40123,7.02,85.941,3295923
9,New Zealand,2000,13641.10272,3.8577,2.615233,2.201149,263310,7.109426169,35.74545849,1943274,97.02684,2.29E+10,22.03456,4.15E+10,68.51693,6.13,86.021,3318432
9,New Zealand,2001,13882.85683,3.8805,2.625821,2.378751,263310,7.456982153,35.43103984,1975886,96.37174,1.97E+10,22.95202,4.31E+10,67.23382,5.43,86.1,3341111
9,New Zealand,2002,16874.18749,3.9485,2.677091,2.162191,263310,7.208719714,32.8470717,2038452,96.96333,1.94E+10,22.74654,5.36E+10,62.65599,5.28,86.161,3402067
9,New Zealand,2003,21913.70817,4.0272,1.753576,1.722099,263310,7.096940353,29.8397254,2079431,98.23393,3.08E+10,24.12839,7.18E+10,57.91477,4.75,86.221,3472292
9,New Zealand,2004,25420.23488,4.0875,2.290249,1.508681,263310,7.554253358,29.54341061,2137161,99.71208,4.34E+10,25.28161,8.35E+10,58.79955,4.01,86.281,3526736
9,New Zealand,2005,27751.06547,4.1339,3.037021,1.420273,263310,7.985101697,28.28516543,2194998,101.4496,4.86E+10,25.42087,9.05E+10,58.01874,3.81,86.341,3569251
10,Singapore,1986,6799.930363,2.518598,-1.385703364,2.177417,670,2.641237698,148.7309471,1414012,95.81099,5.08E+10,36.55811,1.55E+10,294.8265,2.06,100,2733373
10,Singapore,1987,7539.029302,2.553864,0.523306522,2.105983,670,2.872664579,164.003337,1427585,95.16263,6.28E+10,36.51939,1.69E+10,325.0385,1.99,100,2774789
10,Singapore,1988,8914.441226,2.598458,1.523185192,2.012425,670,3.015835266,184.7141149,1440655,89.727,7.01E+10,33.40826,2.11E+10,359.8672,2.49,100,2846108
10,Singapore,1989,10394.539,2.647627,2.345456272,1.950258,670,3.437621247,179.2956931,1454358,89.62053,6.92E+10,34.06069,2.58E+10,347.5727,2.35,100,2930901
10,Singapore,1990,11861.75616,2.735868,3.460753387,1.812533,670,3.244970829,177.1925444,1464045,89.74796,9.28E+10,35.65311,3.06E+10,344.3322,2.22,100,3047132
10,Singapore,1991,14502.37999,2.794704,3.425701731,1.72755,670,3.77850394,168.5461939,1524278,86.47031,8.53E+10,33.97994,3.83E+10,323.888,2.18,100,3135083
10,Singapore,1992,16135.91365,2.849754,2.263071187,1.628967,670,3.93046925,161.7259498,1586419,87.6709,8.11E+10,35.5157,4.46E+10,311.3123,3.09,100,3230698
10,Singapore,1993,18290.02824,2.904547,2.289299644,1.615791,670,3.00740965,161.6505196,1643563,89.83733,7.51E+10,37.20205,5.06E+10,313.4161,3.07,100,3313471
10,Singapore,1994,21553.0309,2.95935,3.100132626,1.527444,670,3.145284152,166.193359,1719087,84.05105,8.53E+10,32.91206,6.40E+10,316.2165,3.03,100,3419048
10,Singapore,1995,24914.41126,3.013515,1.720533848,1.417375,670,3.231245988,181.1209409,1797715,83.00125,9.90E+10,33.88131,7.74E+10,345.4593,3.3,100,3524506
10,Singapore,1996,26233.6289,3.068132,1.383180525,1.410041,670,3.269995186,175.6431124,1889735,84.41565,9.39E+10,35.04012,8.35E+10,334.9112,3.57,100,3670704
10,Singapore,1997,26375.97195,3.123403,2.003586185,1.484806,670,2.815993349,169.2968861,1973174,86.7098,7.69E+10,38.1698,8.97E+10,323.8644,2.5,100,3796038
10,Singapore,1998,21829.29987,3.180018,-0.267502293,1.673602,670,2.586788634,166.7875705,2059539,80.43609,8.32E+10,31.49004,7.47E+10,312.0793,3.41,100,3927213
10,Singapore,1999,21796.08444,3.229681,0.016709834,1.694957,670,3.059466305,176.7450129,2098833,83.97791,8.07E+10,32.69148,7.42E+10,336.4848,4.85,100,3958723
10,Singapore,2000,23852.32703,3.273363,1.361623924,1.723963,670,2.681721792,188.3508903,2155004,87.53342,7.60E+10,35.17404,8.18E+10,364.3645,3.7,100,4027887
10,Singapore,2001,21700.02005,3.325902,0.997197956,1.791723,670,4.417225822,182.8941807,2220181,85.46433,7.94E+10,27.60943,7.50E+10,349.2921,3.76,100,4138012
10,Singapore,2002,22159.68886,3.382944,-0.391676867,1.790588,675,5.356853612,184.0861181,2217150,83.09643,8.11E+10,25.07361,7.56E+10,349.746,5.65,100,4175950
10,Singapore,2003,23730.15245,3.366891,0.5079053,1.742183,687,4.915489585,202.5862064,2194672,74.17397,9.41E+10,17.22452,7.86E+10,377.2186,5.93,100,4114826
10,Singapore,2004,27608.53737,3.413266,1.662727199,1.690228,689,4.305958221,213.9516954,2234837,75.20956,9.92E+10,22.89246,8.93E+10,401.5237,5.84,100,4166664
10,Singapore,2005,29961.26328,3.467814,0.425106277,1.664398,689,4.034917601,225.1596677,2318171,71.25196,1.14E+11,21.50694,1.01E+11,420.4305,5.59,100,4265762
11,South Africa,1986,2103.192019,34.877831,18.65492,2.285032,1213090,6.842047953,27.2476703,14805363,95.73554,3.76E+10,19.80157,4.95E+10,46.64893,19.689,49.905,17405783
11,South Africa,1987,2672.6891,36.119334,16.16059,2.036033,1213090,6.481439873,26.89137624,14998654,94.88527,4.80E+10,16.72399,6.70E+10,44.97125,19.526,50.439,18218230
11,South Africa,1988,2780.586818,37.393854,12.77955,2.273468,1213090,6.852382771,25.8024942,15230569,98.30491,5.68E+10,19.8648,7.28E+10,45.85131,19.413,50.972,19060395
11,South Africa,1989,2794.395679,38.668683,14.73088,2.622678,1213090,7.415959387,23.70684028,15410329,99.00563,6.59E+10,21.30948,7.63E+10,42.69977,19.289,51.505,19916306
11,South Africa,1990,3160.878365,39.877571,14.32099,2.587321,1213090,6.518020408,21.53854173,15502719,100.0573,7.77E+10,18.23124,8.94E+10,38.2118,20.852,52.037,20751091
11,South Africa,1991,3304.84633,40.91096,15.33477,2.761315,1213090,5.889496693,19.34081534,15795955,100.1626,6.89E+10,17.83549,9.87E+10,34.88161,21.194,52.554,21500345
11,South Africa,1992,3519.018571,41.760754,13.8747,2.852014,1213090,6.853012095,18.9551466,16002908,98.69632,6.57E+10,15.71455,1.09E+11,34.32135,21.159,53.038,22149069
11,South Africa,1993,3461.3784,42.525439,9.717446,3.267742,1213090,7.479722004,19.91436663,16207343,96.09791,4.06E+10,14.16121,1.22E+11,35.69812,20.971,53.521,22760041
11,South Africa,1994,3547.94975,43.267984,8.938547,3.550798,1213090,6.784235001,19.54933781,16452296,99.12491,4.68E+10,16.4705,1.27E+11,37.11461,20.828,54.004,23366441
11,South Africa,1995,3904.308092,43.986086,8.680426,3.627085,1213090,7.232978357,20.03786061,16733331,98.92729,5.57E+10,17.70001,1.43E+11,39.47803,20.75,54.486,23966258
11,South Africa,1996,3654.969254,44.661605,7.354126,4.299349,1213090,6.972370048,21.77474322,17042659,98.53285,6.01E+10,16.5684,1.35E+11,42.19925,20.627,54.967,24549143
11,South Africa,1997,3731.400789,45.285047,8.59777,4.607962,1213090,7.339844155,21.66059186,17391928,99.08711,5.49E+10,16.2941,1.41E+11,42.30133,20.595,55.449,25110106
11,South Africa,1998,3336.429991,45.852167,6.880553,5.528284,1213090,7.606861303,22.51927182,17767558,99.10321,5.85E+10,16.42789,1.28E+11,44.03575,20.573,55.93,25645116
11,South Africa,1999,3267.93061,46.364679,5.181491,6.109484,1213090,8.971695843,22.26921597,18138149,98.51263,5.97E+10,15.65505,1.26E+11,42.2583,20.419,56.411,26154780
11,South Africa,2000,3241.674475,46.813268,5.338953,6.939828,1213090,8.114899655,24.40430331,18506394,97.25134,6.02E+10,15.06028,1.27E+11,46.22072,20.266,56.891,26632535
11,South Africa,2001,2867.466168,47.229716,5.7019,8.609181,1213090,7.62215308,26.35666063,18895839,96.50896,5.57E+10,14.57378,1.11E+11,49.17095,20.217,57.368,27094742
11,South Africa,2002,2708.43541,46.330165,9.49471,10.540747,1213090,6.921887208,28.43116722,19289343,94.49815,5.91E+10,15.03612,1.07E+11,53.4655,20.088,57.898,27595063
11,South Africa,2003,4095.71023,46.776083,5.679419,7.564749,1213090,8.43870624,23.91527336,19672943,94.42647,7.34E+10,15.65711,1.65E+11,45.72386,20.015,58.446,28114892
11,South Africa,2004,5268.272867,47.276543,-0.692031,6.459693,1213090,7.200101304,22.75751879,20036920,97.63479,8.42E+10,16.96035,2.14E+11,45.64358,19.866,58.993,28644683
11,South Africa,2005,5893.213024,47.810182,2.06285,6.359328,1213090,7.002016448,23.59976449,20373728,96.57384,8.74E+10,16.83182,2.44E+11,47.42778,19.744,59.536,29182849
12,Sweden,1986,17981.01941,8.369824,4.23591,7.123583,407339.7,6.976543218,30.47197245,4824056,98.60713,1.31E+11,24.99133,1.27E+11,58.23109,2.691667,83.1,6955328
12,Sweden,1987,21792.55891,8.397797,4.188571,6.340442,407339.7,7.345678904,30.08554747,4793010,100.1223,1.69E+11,26.20237,1.56E+11,58.67686,2.191667,83.1,6978575
12,Sweden,1988,24534.69382,8.436483,5.824899,6.12715,407339.7,7.987654321,29.80937899,4728378,100.6364,2.32E+11,27.45899,1.75E+11,58.34678,1.8,83.1,7010722
12,Sweden,1989,25662.22059,8.492959,6.443276,6.446876,407339.7,7.87654321,29.58231198,4695229,102.4268,2.42E+11,30.2516,1.84E+11,59.03803,1.558333,83.1,7057653
12,Sweden,1990,30593.67244,8.558834,10.36655,5.91879,407339.7,8.450246801,27.92217778,4711028,102.4514,2.53E+11,29.67109,2.19E+11,55.82322,1.716667,83.1,7112392
12,Sweden,1991,31822.80385,8.617376,9.444628,6.047467,407339.7,8.113579642,26.09472225,4678659,100.3965,2.26E+11,25.13031,2.29E+11,51.08965,3.24,83.204,7170001
12,Sweden,1992,32800.98269,8.668065,2.374367,5.823833,407339.7,8.991234567,25.95759512,4593980,99.9039,2.24E+11,23.10758,2.33E+11,50.77209,5.72,83.361,7225787
12,Sweden,1993,24425.28493,8.718558,4.728173,7.783427,407339.7,9.213456789,30.41023806,4505440,97.31445,1.97E+11,19.08403,1.72E+11,58.13493,9.33,83.516,7281393
12,Sweden,1994,26083.61439,8.780741,2.158138,7.71597,407339.7,9.015432101,33.5983065,4472766,96.64502,2.23E+11,20.41774,1.89E+11,63.84163,9.58,83.671,7346937
12,Sweden,1995,30282.96392,8.826944,2.455149,7.133268,407339.7,8.42821282,37.12403102,4528612,94.3524,2.51E+11,20.84653,2.24E+11,68.60046,8.9,83.824,7399093
12,Sweden,1996,32998.96816,8.840999,0.533132,6.705956,407339.7,9.040294301,36.02886681,4522502,94.48077,2.68E+11,20.608,2.44E+11,66.53851,9.55,83.914,7418835
12,Sweden,1997,30312.4876,8.846059,0.6584103,7.634894,407339.7,8.112293049,39.1319851,4507655,93.74474,2.76E+11,20.47381,2.23E+11,72.00871,10.36,83.942,7425561
12,Sweden,1998,30596.5272,8.850975,-0.2671327,7.949868,407339.7,9.64459989,40.02099489,4469076,94.2984,3.01E+11,21.59371,2.26E+11,74.34039,8.94,83.97,7432163
12,Sweden,1999,30941.07936,8.857879,0.4621758,8.262428,407339.7,9.901114026,40.11143328,4515581,94.6755,3.04E+11,21.77493,2.33E+11,74.89837,7.61,83.998,7440437
12,Sweden,2000,29624.91267,8.872112,0.8991438,9.162244,407339.7,9.316174905,43.25845846,4486903,94.96062,3.05E+11,22.91003,2.22E+11,81.47753,5.47,84.026,7454878
12,Sweden,2001,27247.85773,8.895963,2.405958,10.329136,407339.7,9.13969115,42.92074508,4558776,94.7468,2.99E+11,22.96117,2.04E+11,80.58829,4.73,84.071,7478923
12,Sweden,2002,29899.19525,8.92496,2.158482,9.737123,407339.7,9.112848101,41.24709045,4579588,94.72447,3.26E+11,22.1394,2.24E+11,77.21865,4.97,84.133,7508835
12,Sweden,2003,37321.7979,8.958232,1.925655,8.086304,407339.7,8.301839592,40.32570497,4607164,94.59418,3.69E+11,21.9458,2.87E+11,75.24559,5.55,84.196,7542470
12,Sweden,2004,42821.67314,8.993534,0.3736598,7.348887,407339.7,8.257091864,42.69064241,4622281,93.20986,4.29E+11,21.85341,3.26E+11,78.59115,6.69,84.258,7577769
12,Sweden,2005,43437.06312,9.029567,0.4531709,7.473088,407339.7,7.432835625,45.01548062,4690191,93.72052,4.55E+11,22.27899,3.36E+11,83.75148,7.49,84.319,7613645
13,Switzerland,1986,24480.42256,6.504125,0.7503098,1.798917,39529,6.98347563,43.87900037,3724617,99.0506,6.61E+11,31.8996,2.72E+11,86.8086,1.87,74.167,4823914
13,Switzerland,1987,30466.10902,6.545107,1.440322,1.491192,39529,7.15334027,41.15373874,3731265,98.55312,8.27E+11,31.47427,2.78E+11,80.8606,1.92,74.107,4850382
13,Switzerland,1988,32717.92045,6.593387,1.872469,1.4633,39529,6.85890141,42.33783781,3767151,98.57048,1.06E+12,32.50304,2.82E+11,83.24616,2.05,74.046,4882139
13,Switzerland,1989,31334.97908,6.646912,3.15527,1.635925,39529,6.57914472,44.80336935,3781712,98.59396,1.08E+12,33.23798,2.85E+11,88.20069,2.34,73.986,4917784
13,Switzerland,1990,39574.53981,6.712273,5.403959,1.389158,39529,6.98701606,41.35819829,3803704,99.79242,1.13E+12,34.91963,2.95E+11,82.50882,2.29,73.926,4964515
13,Switzerland,1991,39544.49468,6.799979,5.859597,1.433992,39529,6.59654522,39.81663502,3852643,98.59064,1.28E+12,31.71298,2.91E+11,78.22391,1.82,73.869,5023076
13,Switzerland,1992,40713.68815,6.875364,4.03703,1.406218,39529,6.19784431,40.73221967,3880814,97.41821,1.34E+12,28.9646,2.85E+11,78.88265,2.81,73.815,5075050
13,Switzerland,1993,39237.11866,6.938265,3.292622,1.477617,39529,6.05840611,40.81411746,3904542,96.0429,1.44E+12,27.58205,2.92E+11,77.67113,3.55,73.762,5117803
13,Switzerland,1994,43091.7771,6.993795,0.852117,1.367693,39529,6.62896804,40.06459797,3881031,96.02617,1.53E+12,28.3187,2.91E+11,76.15536,3.58,73.708,5154986
13,Switzerland,1995,50113.83212,7.040687,1.799828,1.182469,39529,6.96462503,40.0197083,3887534,96.21276,1.72E+12,28.0637,2.88E+11,76.25217,3.09,73.654,5185748
13,Switzerland,1996,48092.6433,7.071851,0.8116341,1.23601,39528,8.95889998,41.02778787,3938957,96.69691,1.58E+12,27.60826,2.79E+11,78.75248,3.68,73.6,5204882
13,Switzerland,1997,41584.44178,7.088906,0.5202254,1.451313,39527,8.405881671,46.49448081,3936594,95.48102,1.40E+12,26.09019,2.47E+11,88.46998,4.13,73.546,5213607
13,Switzerland,1998,42680.58673,7.110002,0.01793844,1.449813,39526,8.110535283,45.99468324,3984661,96.22625,1.21E+12,27.41311,2.56E+11,88.21562,3.57,73.492,5225282
13,Switzerland,1999,41695.69129,7.143991,0.8064444,1.502155,39525,7.225002707,46.78101479,3998186,96.25498,1.31E+12,27.08027,2.51E+11,89.81701,3.05,73.438,5246404
13,Switzerland,2000,38865.02194,7.18425,1.558529,1.688843,39524,6.054285302,51.43772288,3998850,95.06141,1.41E+12,27.23419,2.39E+11,97.93686,2.66,73.383,5272018
13,Switzerland,2001,39638.79111,7.226647,0.9890203,1.687615,39523,5.754789605,50.20269648,4062012,95.63444,1.21E+12,27.69514,2.35E+11,96.03984,2.49,73.375,5304905
13,Switzerland,2002,42458.73847,7.284754,0.6427115,1.558607,39522,5.734004876,48.55964116,4103899,94.66257,1.08E+12,26.21494,2.48E+11,91.78185,2.92,73.401,5347082
13,Switzerland,2003,49335.74563,7.339002,0.6382729,1.346651,39521,5.941667533,47.72071843,4151688,94.89406,1.16E+12,25.98442,3.03E+11,90.3355,4.12,73.427,5388808
13,Switzerland,2004,54659.45715,7.389626,0.8029087,1.243496,39520,5.89268335,51.2999853,4156364,92.91712,1.25E+12,24.54846,3.39E+11,95.51709,4.32,73.452,5427827
13,Switzerland,2005,56242.89336,7.437116,1.171954,1.245177,39518,5.54077105,53.85417403,4176327,94.55282,1.26E+12,27.18922,3.60E+11,102.2612,4.44,73.478,5464643
14,United Kingdom,1986,10611.11221,56.683835,3.427615,0.682197,241930,8.800224155,25.13925437,28806492,109.1087,7.21E+09,21.7733,5.33E+11,50.55062,11.2,78.34,44404206
14,United Kingdom,1987,13118.58653,56.803958,4.148918,0.611927,241930,8.749012348,24.65213141,28979855,108.6622,7.43E+09,22.71798,6.54E+11,49.91707,10.275,78.29,44470325
14,United Kingdom,1988,15987.16808,56.916448,4.2094,0.56217,241930,8.100991533,22.20095296,29006492,110.994,9.30E+09,25.4372,7.99E+11,47.37919,8.45,78.24,44540723
14,United Kingdom,1989,16239.2822,57.076451,5.7,0.611173,241930,8.812106126,22.6721321,29258203,110.5865,1.16E+10,26.07822,8.02E+11,48.69614,7.075,78.19,44628280
14,United Kingdom,1990,19095.467,57.237493,8,0.563177,241930,8.726667224,23.36170646,29212288,108.3581,1.42E+10,23.18017,9.40E+11,48.27042,6.825,78.14,44733264
14,United Kingdom,1991,19900.72665,57.438658,7.5,0.567015,241930,8.332265422,22.62661544,29083861,106.5175,1.86E+10,19.77404,9.84E+11,45.33625,8.55,78.112,44855736
14,United Kingdom,1992,20487.17079,57.58453,4.6,0.569774,241930,8.715133563,22.95503995,28980863,107.3148,2.09E+10,19.00703,1.03E+12,46.32669,9.77,78.172,45011752
14,United Kingdom,1993,18389.01957,57.713889,2.6,0.666757,241930,89.00890031,24.86606734,28773930,107.0255,2.62E+10,18.54754,9.33E+11,49.77085,10.35,78.232,45154426
14,United Kingdom,1994,19709.2381,57.862145,2.2,0.653427,241930,9.089983401,26.11372203,28764406,107.62,3.07E+10,19.55736,1.02E+12,51.91006,9.65,78.293,45304828
14,United Kingdom,1995,23202.46158,58.024799,2.7,0.633668,241930,9.403351182,25.78770732,28774443,99.38833,3.87E+10,18.65893,1.10E+12,50.96375,8.69,78.353,45459651
14,United Kingdom,1996,24440.32814,58.164374,2.9,0.640958,241930,9.085399428,26.36662723,28921108,99.47732,4.18E+10,18.84922,1.17E+12,52.21057,8.19,78.413,45610451
14,United Kingdom,1997,26781.36217,58.314249,2.2,0.610836,241930,9.454589263,25.77393831,29090800,99.40657,4.30E+10,17.64187,1.33E+12,50.95445,7.07,78.472,45762480
14,United Kingdom,1998,28297.866,58.474943,1.8,0.603824,241930,10.46524414,24.43146681,29150168,100.4473,1.93E+10,18.16764,1.45E+12,49.31024,6.2,78.532,45931122
14,United Kingdom,1999,28786.95928,58.684427,1.7,0.618057,241930,11.47509895,24.28290954,29238963,101.0149,1.77E+10,17.99971,1.45E+12,49.58071,6.04,78.591,46119137
14,United Kingdom,2000,28290.9725,58.886065,1.2,0.660931,241930,12.01795375,25.61874343,29511805,101.2322,2.52E+10,18.33186,1.44E+12,52.46966,5.56,78.651,46319551
14,United Kingdom,2001,27886.79859,59.113016,1.6,0.694655,241930,15.56080854,25.52205797,29521902,101.7627,2.26E+10,18.12834,1.43E+12,52.80685,4.7,78.751,46557334
14,United Kingdom,2002,30079.66004,59.365677,1.5,0.667223,241930,13.10366336,24.44341867,29839232,102.4211,2.50E+10,18.26691,1.56E+12,51.30796,5.04,79.047,46930583
14,United Kingdom,2003,34479.39293,59.636662,1.4,0.612472,241930,13.64651813,23.97070673,30095093,102.1771,2.51E+10,17.92105,1.79E+12,50.11848,4.81,79.339,47323791
14,United Kingdom,2004,40390.78583,59.950364,1.4,0.54618,241930,14.18197284,23.97976455,30341589,102.3738,2.88E+10,17.70073,2.11E+12,50.33338,4.59,79.629,47767769
14,United Kingdom,2005,42131.6994,60.413276,2.1,0.549998,241930,14.73222772,25.17727735,30813208,102.1842,3.21E+10,17.89413,2.22E+12,52.53875,4.75,79.915,48269624
